rn,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0032890,BP,GO:0032890,regulation of organic acid transport,29/2907,77/18870,1.57439209630352e-06,4.70979395609197e-05,3.7619684827463e-05,SLC12A2/PLA2G10/ABCB11/SLC10A1/SLC38A1/IL1A/KMO/RGS4/ADORA2A/SLC38A2/HTR1B/TNFRSF11A/PTGES/SLC43A1/ACSL1/SLC6A1/ADORA1/AVPR1A/ERFE/SLC17A8/ABAT/CYP4F2/PPARA/CYP4A11/SLC38A3/ACSL5/AVPR1B/CES1/GABBR1,29
GO:0007565,BP,GO:0007565,female pregnancy,54/2907,186/18870,1.59513627039581e-06,4.74810960486474e-05,3.79257327446817e-05,ITGA3/DSG2/TRO/PTHLH/ESR1/MMP9/AMBP/RLN2/CALCA/CYP27B1/SLC38A1/STC2/IGFBP2/SLC2A1/SPP1/ACVR1C/NDP/FOSB/PZP/LIF/EPO/IDO1/ITGB4/SLC38A2/DSG1/SOD1/CRHBP/A1CF/ADRA2A/GJA1/STC1/ACE/TPPP3/CBS/HPGD/ITGA2/GJB2/PRDX3/TAC3/LGALS9/AR/FOS/HSD11B2/OXTR/LDOC1/PSG9/SLC38A3/HMX3/CLDN4/TEAD4/DDR1/PSG5/PSG4/ADRA2B,54
GO:0019216,BP,GO:0019216,regulation of lipid metabolic process,86/2907,342/18870,1.6633640157979e-06,4.92668658738557e-05,3.9352124188236e-05,PDK4/MLXIPL/NR1H4/RORA/SCARB1/ABCB11/FMO4/ACACB/APOB/SEC14L2/HNF4A/EEF1A2/LONP2/MLYCD/AQP8/DKKL1/FGF21/RARRES2/ERLIN1/APOA5/APOA4/APOC3/CYP27B1/GNB3/BMP5/GPLD1/KAT2B/AADAC/IL1A/ACADL/ID2/APOA1/EPHX2/RAB38/PCK1/SOX9/C3/ANGPTL8/APOE/APOC1/RGN/FMO5/ANGPTL3/GOLM1/SORL1/IDH1/ETFBKMT/IGF1R/ASXL3/SOD1/SIK1/RORC/ADRA2A/THRSP/PDE3B/LPCAT1/APOA2/ATP1A1/ADORA1/FABP1/ABHD6/HPGD/STARD4/GPER1/SERPINA12/AVPR1A/CYP7A1/ABCA3/MFSD2A/HSD17B13/ORMDL3/SPHK1/ERFE/F2/ENPP7/INSIG1/MAPT/PPARA/PDGFA/CES1/DISP3/TM6SF2/PLIN5/APOC2/UGT1A1/UGT1A8,86
GO:1903522,BP,GO:1903522,regulation of blood circulation,69/2907,258/18870,1.74406121559843e-06,5.13268723745343e-05,4.09975633734855e-05,ADRB1/DSG2/KCNQ1/KCNH2/ABCC9/KCNN2/TGFB2/ATP1A3/GLP1R/SLC4A3/RGS4/SLC8A2/TNNT2/ADRA1A/KCNJ8/DBH/ATP1B2/TNNI3/GCH1/SPX/CYP2J2/HEY2/EDNRB/HCN4/PDE5A/FOXN4/ADCY10/AGTR1/ADRA2A/THRB/GJA1/ATP2B2/STC1/ACE/BMP10/ATP1A1/ADORA1/CACNB2/AVPR1A/SCN3B/BDKRB2/SHOX2/ADRA1B/KCND3/APLN/HOPX/FGG/FGA/FGB/KCNH6/CHRNA7/IRX3/KCNE1/OXTR/CHRM2/GJC1/NKX2-5/CTNNA3/SCN5A/ADRA2C/KCND2/ATP2A1/HRH1/FLNA/AVPR1B/DMD/ADM5/FXYD1/ADRA2B,69
GO:0009308,BP,GO:0009308,amine metabolic process,39/2907,119/18870,1.75007219863029e-06,5.13268723745343e-05,4.09975633734855e-05,NR1H4/SMOX/TGFB2/IL4I1/GCDH/DAO/ALDH2/KYNU/AGMAT/KMO/DBH/AANAT/IDO1/GCH1/DDC/DMGDH/HDC/CYP1A1/SAT2/SLC6A3/BHMT/SLC22A3/SLC7A11/TDO2/ACMSD/CHRNB2/HAAO/ALDH7A1/PAH/SULT1B1/ABAT/AFMID/GRIN2A/DRD1/RTL4/IDO2/SULT1A1/SULT1C2/INMT,39
GO:0072073,BP,GO:0072073,kidney epithelium development,46/2907,150/18870,1.78814321852855e-06,5.21876140314942e-05,4.16850845294974e-05,SOX8/PROM1/FOXC1/ACAT1/PAX2/WNT11/SIX4/BMP7/JAG1/SALL1/CALB1/EPCAM/CAT/SOX9/HS3ST3B1/PAX8/SIX1/LIF/FOXJ1/LAMA5/WNT2B/EPHA7/EDNRB/ADAMTS16/NPHS1/KIF26B/KLF15/BMPER/RET/GREM1/NPNT/IRX2/SIX2/MTSS1/SLC22A1/FOXC2/IRX3/AQP11/TACSTD2/WNT7B/POU3F3/AQP1/FMN1/HOXB7/CD24/HNF1B,46
GO:0048706,BP,GO:0048706,embryonic skeletal system development,41/2907,128/18870,1.87149505820538e-06,5.43551210351593e-05,4.34163902107943e-05,GRHL2/WNT11/TBX15/SIX4/MTHFD1/BMP7/XYLT1/HOXA3/HOXA6/HOXB6/NKX3-2/MDFI/HYAL1/PRRX1/HOXB8/HOXB5/MTHFD1L/SIX1/HOXD9/TFAP2A/SULF1/RBP4/SLC39A1/WNT9A/DLX1/MMP14/FLVCR1/SHOX2/HOXD4/SIX2/HOXB9/DMRT2/FOXC2/IRX5/SOX11/DSCAML1/HOXC9/HOXC6/HOXC4/HOXB7/SCX,41
GO:0072521,BP,GO:0072521,purine-containing compound metabolic process,115/2907,493/18870,1.94218958436919e-06,5.60194951936601e-05,4.47458163356205e-05,PDK4/SLC25A13/AASS/DGAT2/FAR2/PDE4A/ACSM2B/RORA/ACAT1/ACACB/ADCY2/GCKR/PTHLH/SULT2B1/ABCC6/PRTFDC1/MTHFD1/MLYCD/QPRT/SULT2A1/GCDH/NAMPT/GCK/SULT1E1/AADAT/SLC2A9/VNN1/PDE10A/HMGCS1/NME5/HMGCR/ABHD14B/KYNU/KMO/SDHB/TTR/ABCG2/ACOT2/GPAM/NUDT10/SLC17A3/SLC17A1/GNMT/ACSBG2/ACSS2/IDO1/FMO5/HSD17B4/HMGCS2/ALDOB/BAAT/MDH1B/IDH1/PDE5A/SLC27A2/NUDT7/ADCY10/ALDH1L1/MMUT/AK3/SLC25A25/GLYAT/ALDOA/NOCT/ACSL1/TDO2/NADK2/PANK1/ACMSD/PID1/AK5/ENPP3/ADK/NMNAT2/XDH/PINK1/G6PD/ACOT11/AK4/HAAO/ELOVL7/ADCY1/NNMT/LDHC/GPD1/DCXR/ELOVL6/SUCLG2/ACOT12/SULT1B1/PC/SHMT1/ACOT4/PIPOX/NQO1/NME9/AFMID/ACSM5/ACSM2A/ACOT1/ADSS1/NUDT17/PPARA/DPYD/IDO2/NUDT11/SULT1A1/ACSL5/ENPP1/SULT1C4/CARD11/PAPSS2/ASPDH/PDE7A/SLC5A8,115
GO:0000050,BP,GO:0000050,urea cycle,9/2907,11/18870,1.97561649437778e-06,5.60194951936601e-05,4.47458163356205e-05,CPS1/OTC/SLC25A15/AGMAT/ARG1/ASL/ASS1/NAGS/CEBPA,9
GO:0001867,BP,GO:0001867,"complement activation, lectin pathway",9/2907,11/18870,1.97561649437778e-06,5.60194951936601e-05,4.47458163356205e-05,MASP2/COLEC11/MASP1/FCN3/SERPING1/FCN2/MBL2/A2M/COLEC10,9
GO:0042363,BP,GO:0042363,fat-soluble vitamin catabolic process,9/2907,11/18870,1.97561649437778e-06,5.60194951936601e-05,4.47458163356205e-05,CYP26B1/CYP24A1/CYP2W1/CYP26A1/CYP27B1/CYP3A4/CYP4F11/CYP4F2/CYP4F12,9
GO:0070189,BP,GO:0070189,kynurenine metabolic process,9/2907,11/18870,1.97561649437778e-06,5.60194951936601e-05,4.47458163356205e-05,AADAT/KYNU/KMO/ALDH8A1/GOT2/IDO1/TDO2/AFMID/IDO2,9
GO:0046460,BP,GO:0046460,neutral lipid biosynthetic process,22/2907,51/18870,2.03563166950311e-06,5.71792689137891e-05,4.56721906574949e-05,DGAT2/SCARB1/PNPLA3/PCK2/LPIN2/MOGAT3/GPLD1/GPAM/MOGAT1/PCK1/C3/RGN/GPAT3/SIK1/THRSP/ACSL1/MOGAT2/MFSD2A/AGMO/GK/ANG/PLIN5,22
GO:0046463,BP,GO:0046463,acylglycerol biosynthetic process,22/2907,51/18870,2.03563166950311e-06,5.71792689137891e-05,4.56721906574949e-05,DGAT2/SCARB1/PNPLA3/PCK2/LPIN2/MOGAT3/GPLD1/GPAM/MOGAT1/PCK1/C3/RGN/GPAT3/SIK1/THRSP/ACSL1/MOGAT2/MFSD2A/AGMO/GK/ANG/PLIN5,22
GO:0001659,BP,GO:0001659,temperature homeostasis,53/2907,183/18870,2.15015192126461e-06,6.01138268454493e-05,4.80161816160419e-05,ADRB1/IGF2BP2/SCD/OXT/DECR1/FGF21/NMU/ACOT13/IL1A/ACADL/IL18R1/LEPR/MFAP2/DBH/G0S2/GADD45G/PEMT/CD36/EDNRB/TLR4/HADH/IGF1R/PCTP/TNFRSF11A/PRDM16/SFXN5/PTH2R/TRPM8/PLAC8/PTGES/LCN2/IL18/FOXO1/ACSL1/GJA1/CPT2/ACOT11/ALPL/ADORA1/ABHD6/ALDH1A1/ADRB2/SLN/ELOVL6/KSR2/GATM/PWWP2B/FOXC2/OXTR/ABAT/DRD1/DIO2/EBF2,53
GO:0043583,BP,GO:0043583,ear development,61/2907,221/18870,2.24328038510443e-06,6.2425797879441e-05,4.98628785722111e-05,DLX6/USH1C/USH2A/KCNQ1/MCOLN3/MYO3B/MCM2/PAX2/TGFB2/MYO3A/CECR2/SIX4/JAG1/RPGRIP1L/CALB1/ESRP1/HPN/DLX5/HOXA13/CDH23/NKX3-2/LIN7A/BMP5/PTK7/OTX1/PRRX1/HPCA/SOX9/PAX8/SIX1/ATP8A2/EPHB2/TBX3/HEY2/TFAP2A/STRA6/LRIG3/SOD1/CCNA2/WNT3A/ADGRV1/BMPER/CTHRC1/GJB2/STOX1/TTC39C/SIX2/SLC17A8/FZD2/USH1G/TSKU/ROR1/INSIG1/PDZD7/HMX3/MAFB/SLC44A4/DDR1/CEBPD/STRC/CEBPA,61
GO:0015872,BP,GO:0015872,dopamine transport,23/2907,55/18870,2.30341863201851e-06,6.38025633118831e-05,5.09625759715597e-05,SYT7/SYT13/CHRNA4/SLC6A2/CXCL12/SYT5/SYT6/HTR1B/SLC6A3/SLC22A3/CHRNA6/SYT8/PINK1/CHRNB2/RAB3B/SYT9/SNCG/SLC22A1/MAPK15/ABAT/DRD1/GABBR1/SYT3,23
GO:0048732,BP,GO:0048732,gland development,105/2907,443/18870,2.50406146081875e-06,6.90405517054314e-05,5.51464420670247e-05,PAX6/HGF/CPS1/OTC/TNC/FOXC1/ATP2C2/PITX1/SEMA3C/ACAT1/RAP1GAP/CPB2/WNT11/AURKA/ESR1/TGFB2/UPB1/SIX4/PCK2/BMP7/FA2H/SALL1/RPGRIP1L/FGL1/HPN/HOXA3/HOXA13/GHRHR/EZH2/VTN/FOXN1/MDK/PLXNA1/TFCP2L1/ID2/ACADM/APOA1/MSX2/PCK1/SOX9/PAX8/SIX1/HOXD9/TPH1/E2F8/RIPK3/CDO1/LAMA5/ASS1/RGN/SERPINF1/HMGCS2/TBX3/SERPINE2/WNT10A/NKX2-8/IL10/BAAT/SULF1/STRA6/LEF1/EGF/SERPINA10/CYP1A1/CCDC40/TNFRSF11A/SOD1/SLC6A3/IGSF3/SRD5A1/WNT3A/CCNB2/XDH/HOXB13/HK2/PITX2/ITGA2/E2F7/AR/PCSK9/FASN/HOXB9/APLN/OTP/RARG/FOXE1/OXTR/EPHB3/NKX2-5/IQGAP3/NRG3/WNT7B/SRC/PDGFA/MAFB/DDR1/SERPINB5/FOXI3/UGT1A9/UGT1A1/UGT1A8/UGT1A10/CEBPA/HOXA10/HNF1B,105
GO:0072525,BP,GO:0072525,pyridine-containing compound biosynthetic process,16/2907,31/18870,2.84867975397988e-06,7.81818851745947e-05,6.24481220814518e-05,QPRT/NAMPT/PNPO/KYNU/KMO/IDO1/PSAT1/NADK2/ACMSD/NMNAT2/HAAO/NNMT/AFMID/IDO2/ASPDH/SLC5A8,16
GO:0072080,BP,GO:0072080,nephron tubule development,34/2907,100/18870,3.14361637847402e-06,8.58824511068952e-05,6.85989827362271e-05,SOX8/PROM1/ACAT1/PAX2/WNT11/SIX4/JAG1/SALL1/CALB1/SOX9/HS3ST3B1/PAX8/SIX1/LIF/LAMA5/WNT2B/ADAMTS16/KIF26B/GREM1/NPNT/IRX2/SIX2/MTSS1/SLC22A1/IRX3/AQP11/TACSTD2/WNT7B/POU3F3/AQP1/FMN1/HOXB7/CD24/HNF1B,34
GO:0042759,BP,GO:0042759,long-chain fatty acid biosynthetic process,15/2907,28/18870,3.17975418712895e-06,8.6474860461784e-05,6.90721722945714e-05,ALOX5/GSTP1/CYP2D6/ACSBG2/CYP2E1/CYP2C9/CYP2C8/CYP1A1/CYP1A2/FADS1/CYP3A4/ELOVL6/ALOXE3/ALOX12B/ASAH2,15
GO:0032373,BP,GO:0032373,positive regulation of sterol transport,18/2907,38/18870,3.37950167561952e-06,9.08319148866704e-05,7.25523885369043e-05,PON1/ABCB4/CETP/LIPG/SCP2/APOA1/LRP1/APOE/ABCA8/ABCA12/ABCA5/ABCA1/ABCA3/CYP8B1/ENPP7/ANXA2/RXRA/CES1,18
GO:0032376,BP,GO:0032376,positive regulation of cholesterol transport,18/2907,38/18870,3.37950167561952e-06,9.08319148866704e-05,7.25523885369043e-05,PON1/ABCB4/CETP/LIPG/SCP2/APOA1/LRP1/APOE/ABCA8/ABCA12/ABCA5/ABCA1/ABCA3/CYP8B1/ENPP7/ANXA2/RXRA/CES1,18
GO:0042178,BP,GO:0042178,xenobiotic catabolic process,14/2907,25/18870,3.38551178668352e-06,9.08319148866704e-05,7.25523885369043e-05,ACAA1/FMO4/CYP2D6/CYP2C9/CYP2C8/CYP1A1/CYP1A2/NR1I2/ACSL1/CYP3A4/CYP2C19/CYP2B6/UGT1A1/CYP2A6,14
GO:1903532,BP,GO:1903532,positive regulation of secretion by cell,74/2907,288/18870,3.74720845716075e-06,0.000100087268746396,7.99451428360424e-05,CFTR/TMEM132A/GIPR/SYT7/NR1H4/IGF1/RAB27B/SLC12A2/PLA2G10/TACR2/CPB2/AACS/RAPGEF4/UNC13D/TGFB2/PCK2/KCNN4/RAB3D/STX1A/GHRHR/TFR2/GCK/CXCL12/SLC6A4/EXPH5/GPLD1/IL1A/KMO/MYB/SPP1/INHA/SOX4/ADORA2A/ANO1/NR0B2/SNAP25/GRP/TLR4/RBP4/TNFRSF11A/ILDR1/PTGES/GLUD1/ANKRD1/KCNB1/PINK1/CHRNB2/VSNL1/SLC2A2/CADPS/SPINK1/GPER1/AVPR1A/OR51E2/ADAM9/NLGN1/MYRIP/ADORA2B/GPR27/CDK5R2/FGG/FGA/FGB/SOX11/F2/OXTR/ANXA2/ABAT/ZP3/NMB/SCAMP5/GABBR1/CD177/ANG,74
GO:0008544,BP,GO:0008544,epidermis development,93/2907,385/18870,4.02711194278749e-06,0.000106603086234029,8.51496804986921e-05,CYP26B1/USH1C/PAX6/USH2A/LAMA3/KCNQ1/FOXC1/MCOLN3/LAMC2/CDH3/DLX3/NGFR/COL17A1/PLA2G10/DCT/GRHL2/PTHLH/SULT2B1/TGFB2/FERMT1/JAG1/FA2H/ESRP1/CNFN/EZH2/SFRP4/LHX2/CDH23/DKK1/FOXN1/EXPH5/CYP27B1/COL7A1/IL1A/ERRFI1/STMN1/MSX2/HOXC13/SOX21/SOX9/OVOL2/TNFRSF19/KRT17/KLK14/LAMA5/EDA2R/KRT7/HEY2/WNT10A/SCEL/SOD1/CRABP2/ABCA12/ST14/IL18/APCDD1/HOXB13/SPRR3/PITX2/SPINT1/KRT80/EVPL/ADAM9/SPRR1A/KRT86/KRT83/KRT15/OVOL1/CST6/SFN/ETV4/ZBED2/FOXE1/ALOXE3/ALOX12B/KRT6B/KRT5/KRT16/KRT14/PDZD7/PPARA/KRTDAP/CLDN4/GJB5/LAMB3/PDGFA/MAFB/SLC44A4/KRT6A/KRT81/FOXI3/TRIM16/STRC,93
GO:0120162,BP,GO:0120162,positive regulation of cold-induced thermogenesis,34/2907,101/18870,4.04367680898983e-06,0.000106603086234029,8.51496804986921e-05,ADRB1/SCD/OXT/DECR1/FGF21/ACADL/LEPR/MFAP2/DBH/G0S2/GADD45G/PEMT/CD36/HADH/IGF1R/PRDM16/SFXN5/PTH2R/TRPM8/PLAC8/LCN2/IL18/ACSL1/GJA1/CPT2/ALPL/ADRB2/SLN/ELOVL6/KSR2/GATM/OXTR/DIO2/EBF2,34
GO:0046165,BP,GO:0046165,alcohol biosynthetic process,44/2907,145/18870,4.04460982368787e-06,0.000106603086234029,8.51496804986921e-05,CFTR/MSMO1/IDI1/APOB/SEC14L2/PCK2/AQP8/ISYNA1/ERLIN1/SC5D/CYP27B1/BMP5/HMGCS1/HMGCR/APOA1/GOT1/CD244/DBH/PCK1/APOE/GCH1/HMGCS2/CYP27A1/SOD1/EBP/TM7SF2/QDPR/G6PD/LSS/PTH1R/CYP3A4/IP6K3/GPER1/PCBD1/ACAA2/CYP7A1/SPTLC3/DHCR7/SPHK1/INSIG1/ASAH2/HRH1/AVPR1B/CES1,44
GO:1990845,BP,GO:1990845,adaptive thermogenesis,49/2907,168/18870,4.1192667839444e-06,0.000108094619159383,8.63410489340146e-05,ADRB1/IGF2BP2/SCTR/SCD/OXT/DECR1/FGF21/ACOT13/ACADL/IL18R1/LEPR/MFAP2/DBH/G0S2/GADD45G/PEMT/CD36/TLR4/SORL1/HADH/IGF1R/PCTP/PRDM16/SFXN5/PTH2R/TRPM8/PLAC8/LCN2/IL18/ACSL1/GJA1/CPT2/S100B/ACOT11/ALPL/ABHD6/ALDH1A1/CKB/ADRB2/SLN/ELOVL6/KSR2/GATM/PWWP2B/FOXC2/OXTR/BMP8A/DIO2/EBF2,49
GO:0009914,BP,GO:0009914,hormone transport,80/2907,319/18870,4.21746686370892e-06,0.000110188228146596,8.8013328252073e-05,CFTR/GIPR/SYT7/NR1H4/ALOX5/KCNQ1/PTPRN/TACR2/AACS/RAPGEF4/IL11/PCK2/HNF4A/STX1A/GHRHR/TFR2/GCK/GLP1R/GPLD1/SLC16A10/MYB/SPP1/SERPINA7/ACVR1C/INHA/SOX4/PAX8/GNAZ/LIF/ANO1/NR0B2/SNAP25/GRP/SLCO1B1/TBX3/IL1RN/RBP4/HADH/REN/ABCA12/AGTR1/ILDR1/CRHBP/SLC16A2/GLUD1/SLC22A9/ADRA2A/FOXO1/GJA1/SLC16A1/RAB11FIP1/KCNB1/SSTR5/VSNL1/ADORA1/SLC2A2/SLC9B2/SPINK1/GPER1/TRPV6/MYRIP/GPR27/FGG/FGA/FGB/BRSK2/RIMS2/SOX11/F2/ABAT/BMP8A/FAM3B/EFNA5/PCLO/KCNJ11/NMB/FAM3D/GABBR1/AQP1/HNF1B,80
GO:0007613,BP,GO:0007613,memory,39/2907,123/18870,4.35601752381291e-06,0.000113313273239012,9.05094716618335e-05,ITGA3/RASGRF1/ITPR3/PAK5/CALB1/CPEB3/SLC6A4/MDK/ASIC1/CUX2/KAT2B/CHST10/SLC8A2/CCND2/DBH/LRRN4/APOE/SERPINF1/SNAP25/PAK6/SLC6A1/RCAN1/S100B/CHRNB2/ADCY1/NETO1/MAP1A/TUBA1A/TTC36/CHRNA7/OXTR/SLC2A4/GRIN2A/DRD1/NTF3/MAPT/LRRC66/HRH1/FOXO6,39
GO:0006865,BP,GO:0006865,amino acid transport,45/2907,150/18870,4.428744525579e-06,0.000114706400417918,9.1622238077597e-05,SLC7A2/SLC25A13/SLC6A13/SLC38A5/SLC7A9/SLC12A2/SLC25A15/SLC1A5/APBA1/SFXN3/SLC1A2/SLC6A12/SLC38A1/SLC16A10/KMO/RGS4/KCNJ8/ADORA2A/SLC6A8/SLC6A6/SLC6A11/SLC38A2/HTR1B/SLC38A4/SLC7A1/SLC47A1/SFXN5/SLC16A2/SLC43A1/SLC7A11/GJA1/SFXN2/SLC6A1/ADORA1/SFXN1/AVPR1A/SLC6A19/SLC17A8/SLC25A18/ABAT/SLC38A3/SLC6A9/SLC6A17/GABBR1/SLC6A14,45
GO:0019319,BP,GO:0019319,hexose biosynthetic process,32/2907,93/18870,4.54448797852638e-06,0.000117196860239325,9.36115037318955e-05,SLC25A13/PGM1/PCK2/SLC39A14/GCK/ENO3/ALDOC/ENO2/KAT2B/LEPR/ACADM/GOT1/PCK1/GNMT/SDS/ALDOB/RBP4/SORD/SIK1/FOXO1/PFKFB1/FBP1/SERPINA12/GPT2/NNMT/GPD1/GPT/MST1/PC/ERFE/SLC25A10/PPARA,32
GO:0035296,BP,GO:0035296,regulation of tube diameter,44/2907,146/18870,4.93574361573689e-06,0.000126198948944247,0.000100801961383021,GCLC/CPS1/ADRB1/FOXC1/COMP/SLC6A4/CALCA/KNG1/KAT2B/ADRA1A/KCNJ8/DBH/ADORA2A/APOE/GCH1/HTR1B/EDNRB/SOD1/GRIP2/AGTR1/ADRA2A/ACE/CBS/ADORA1/GPER1/AVPR1A/SERPINF2/BDKRB2/ADRB2/ADRA1B/ADORA2B/FGG/FGA/FGB/FOXC2/HTR1D/OXTR/ADRA2C/DRD1/HRH1/KEL/AVPR1B/HBB/ADRA2B,44
GO:0097746,BP,GO:0097746,blood vessel diameter maintenance,44/2907,146/18870,4.93574361573689e-06,0.000126198948944247,0.000100801961383021,GCLC/CPS1/ADRB1/FOXC1/COMP/SLC6A4/CALCA/KNG1/KAT2B/ADRA1A/KCNJ8/DBH/ADORA2A/APOE/GCH1/HTR1B/EDNRB/SOD1/GRIP2/AGTR1/ADRA2A/ACE/CBS/ADORA1/GPER1/AVPR1A/SERPINF2/BDKRB2/ADRB2/ADRA1B/ADORA2B/FGG/FGA/FGB/FOXC2/HTR1D/OXTR/ADRA2C/DRD1/HRH1/KEL/AVPR1B/HBB/ADRA2B,44
GO:0072524,BP,GO:0072524,pyridine-containing compound metabolic process,30/2907,85/18870,4.9750994823836e-06,0.000126663915757877,0.000101173355655192,QPRT/NAMPT/GCK/PNPO/KYNU/KMO/IDO1/FMO5/PSAT1/ALDOB/MDH1B/IDH1/ALDH1L1/NOCT/NADK2/ACMSD/NMNAT2/G6PD/ALPL/HAAO/NNMT/GPD1/DCXR/PC/NQO1/AFMID/NUDT17/IDO2/ASPDH/SLC5A8,30
GO:0019755,BP,GO:0019755,one-carbon compound transport,24/2907,61/18870,5.06459752414351e-06,0.000127048676297117,0.000101480684815559,CFTR/SLC4A11/UPK3A/AQP8/AQP9/SLC39A14/SLC4A9/SLC4A3/RHBG/SLC39A8/SLC39A5/SLC39A6/SLC14A1/SLC4A10/SLC26A1/SLC26A2/AQP5/CA4/SLC26A9/HBA2/SLC39A10/POU3F3/AQP1/HBB,24
GO:0050432,BP,GO:0050432,catecholamine secretion,24/2907,61/18870,5.06459752414351e-06,0.000127048676297117,0.000101480684815559,SYT7/SYT13/CHRNA4/STX1A/CXCL12/ADORA2A/SYT5/SYT6/HTR1B/CHRNA6/SYT8/ADRA2A/KCNB1/PINK1/CHRNB2/SYT9/SNCG/CHRNA7/OXTR/ABAT/ADRA2C/GABBR1/SYT3/ADRA2B,24
GO:0007094,BP,GO:0007094,mitotic spindle assembly checkpoint signaling,20/2907,46/18870,5.09638681452585e-06,0.000127048676297117,0.000101480684815559,TRIP13/NDC80/BIRC5/TTK/CDC20/CENPF/DUSP1/ZWINT/CCNB1/CDCA8/NUF2/SPC25/BUB1B/SPC24/MAD2L1/PRAP1/PLK1/BUB1/HASPIN/AURKB,20
GO:0071173,BP,GO:0071173,spindle assembly checkpoint signaling,20/2907,46/18870,5.09638681452585e-06,0.000127048676297117,0.000101480684815559,TRIP13/NDC80/BIRC5/TTK/CDC20/CENPF/DUSP1/ZWINT/CCNB1/CDCA8/NUF2/SPC25/BUB1B/SPC24/MAD2L1/PRAP1/PLK1/BUB1/HASPIN/AURKB,20
GO:0071174,BP,GO:0071174,mitotic spindle checkpoint signaling,20/2907,46/18870,5.09638681452585e-06,0.000127048676297117,0.000101480684815559,TRIP13/NDC80/BIRC5/TTK/CDC20/CENPF/DUSP1/ZWINT/CCNB1/CDCA8/NUF2/SPC25/BUB1B/SPC24/MAD2L1/PRAP1/PLK1/BUB1/HASPIN/AURKB,20
GO:0046364,BP,GO:0046364,monosaccharide biosynthetic process,34/2907,102/18870,5.17589688163104e-06,0.000128495398517836,0.000102636260504935,SLC25A13/PGM1/PCK2/SLC39A14/GCK/ENO3/ALDOC/ENO2/KAT2B/LEPR/ACADM/GOT1/PCK1/GNMT/RGN/SDS/ALDOB/RBP4/SORD/SIK1/FOXO1/PFKFB1/G6PD/FBP1/SERPINA12/GPT2/NNMT/GPD1/GPT/MST1/PC/ERFE/SLC25A10/PPARA,34
GO:0033344,BP,GO:0033344,cholesterol efflux,27/2907,73/18870,5.32964228507712e-06,0.000131765495006679,0.000105248264350805,PON1/PLA2G10/SCARB1/APOB/CETP/APOA5/APOA4/APOC3/APOA1/LRP1/APOE/APOC1/ABCG5/EGF/ABCA8/ABCG8/ABCA12/ABCA5/APOA2/ABCA1/SOAT2/ABCA3/TSKU/RXRA/CES1/APOM/APOC2,27
GO:0006544,BP,GO:0006544,glycine metabolic process,11/2907,17/18870,5.70039738088722e-06,0.000139776547253476,0.000111647127304694,PHGDH/HAO1/AGXT2/NDP/RIDA/BAAT/GCSH/GLYAT/AGXT/SHMT1/GLDC,11
GO:0009068,BP,GO:0009068,aspartate family amino acid catabolic process,11/2907,17/18870,5.70039738088722e-06,0.000139776547253476,0.000111647127304694,AASS/GCAT/ASPA/AADAT/GOT1/GOT2/RIDA/SDS/MAT1A/PIPOX/DDO,11
GO:0035150,BP,GO:0035150,regulation of tube size,44/2907,147/18870,6.00576011968416e-06,0.000146663113453348,0.000117147802119725,GCLC/CPS1/ADRB1/FOXC1/COMP/SLC6A4/CALCA/KNG1/KAT2B/ADRA1A/KCNJ8/DBH/ADORA2A/APOE/GCH1/HTR1B/EDNRB/SOD1/GRIP2/AGTR1/ADRA2A/ACE/CBS/ADORA1/GPER1/AVPR1A/SERPINF2/BDKRB2/ADRB2/ADRA1B/ADORA2B/FGG/FGA/FGB/FOXC2/HTR1D/OXTR/ADRA2C/DRD1/HRH1/KEL/AVPR1B/HBB/ADRA2B,44
GO:0006094,BP,GO:0006094,gluconeogenesis,31/2907,90/18870,6.21496350688294e-06,0.000151154986429596,0.0001207357052685,SLC25A13/PGM1/PCK2/SLC39A14/GCK/ENO3/ALDOC/ENO2/KAT2B/LEPR/ACADM/GOT1/PCK1/GNMT/SDS/ALDOB/RBP4/SIK1/FOXO1/PFKFB1/FBP1/SERPINA12/GPT2/NNMT/GPD1/GPT/MST1/PC/ERFE/SLC25A10/PPARA,31
GO:0033047,BP,GO:0033047,regulation of mitotic sister chromatid segregation,22/2907,54/18870,6.3653686001262e-06,0.000154186236172288,0.000123156929233211,TRIP13/NDC80/BIRC5/TTK/KAT2B/CDC20/CENPF/DUSP1/ZWINT/CCNB1/CDCA8/NUF2/SPC25/BUB1B/SPC24/MAD2L1/PRAP1/PLK1/BUB1/CDK1/HASPIN/AURKB,22
GO:0043605,BP,GO:0043605,amide catabolic process,12/2907,20/18870,6.53179888071991e-06,0.000157579647997368,0.000125867431742226,AASS/HAL/AADAT/AMDHD1/ALLC/TDO2/XDH/ALDH4A1/UROC1/FTCD/PIPOX/PRODH2,12
GO:0006068,BP,GO:0006068,ethanol catabolic process,9/2907,12/18870,6.81315171608304e-06,0.000163052346869299,0.000130238773856914,ALDH3B1/SULT2A1/SULT1E1/ALDH2/ALDH3B2/ALDH1B1/SULT1B1/SULT1A1/SULT1C4,9
